purchase_order_id,line_number,material_id,material_name,material_category,material_type,product_id,unspsc_code,quantity,unit_price_ex_tax,line_subtotal_incl_tax,line_subtotal_ex_tax,line_tax_amount,line_tax_rate,line_shipping_fee_incl_tax,line_discount_incl_tax,line_total_incl_tax,reference_price_ex_tax,purchase_rule,ship_date,shipping_status,carrier_tracking_number,shipped_quantity,carrier_name,delivery_address,receiving_status,received_quantity,received_date,receiver_name,receiver_email,cost_center,project_code,department_code,account_user,user_email
PO-2025-008510,1,INT-SEAT-MINIVAN-CLOTH,FRD - ミニバンシート（ファブリック）,Interior Parts,direct,FRD-GB5,,42,225624.0,10423827.0,9476208.0,947619.0,0.1,2406,229137,10197096.0,215052.0,該当無し,2025-01-08,delivered,NT9658864875,42,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,42,2025-01-14,佐藤花子,h.sato@example.com,CC-003,PRJ-2022-A,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-008511,1,INT-DASHBOARD-MINIVAN,FRD - ミニバンダッシュボード,Interior Parts,direct,FRD-GB5,,6,244038.0,1610649.0,1464228.0,146421.0,0.1,2805,24576,1588878.0,255225.0,該当無し,2025-01-08,delivered,SG6566001431,6,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,6,2025-01-15,小林誠,m.kobayashi@example.com,CC-006,PRJ-2023-B,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-008512,1,INT-STEERING-STD,FRD - 標準ステアリングホイール,Interior Parts,direct,FRD-GB5,,6,299511.0,1976772.0,1797066.0,179706.0,0.1,4476,54360,1926888.0,287751.0,該当無し,2025-01-08,delivered,YM6982103031,6,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,6,2025-01-13,鈴木一郎,i.suzuki@example.com,CC-005,PRJ-2023-B,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008513,1,INT-CONSOLE-MINIVAN,FRD - ミニバンセンターコンソール,Interior Parts,direct,FRD-GB5,,6,207945.0,1372437.0,1247670.0,124767.0,0.1,2769,36174,1339032.0,203577.0,該当無し,2025-01-08,delivered,YM8959536896,6,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,6,2025-01-06,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2023-B,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008514,1,INT-CARPET-STD,FRD - 標準フロアカーペット,Interior Parts,direct,FRD-GB5,,6,270699.0,1786611.0,1624194.0,162417.0,0.1,2112,2001,1786722.0,262875.0,該当無し,2025-01-08,delivered,SG5688372238,6,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,6,2025-01-13,田中太郎,t.tanaka@example.com,CC-006,PRJ-2025-D,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-008515,1,SUS-STRUT-FRONT-MINIVAN,FRD - ミニバン用フロントストラット,Suspension Systems,direct,FRD-GB5,,12,80538.0,1063101.0,966456.0,96645.0,0.1,2880,30675,1035306.0,80499.0,該当無し,2025-01-08,delivered,YM3667690110,12,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,12,2025-01-06,佐藤花子,h.sato@example.com,CC-006,PRJ-2022-A,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-008516,1,SUS-SHOCK-REAR-MINIVAN,FRD - ミニバン用リアショックアブソーバー,Suspension Systems,direct,FRD-GB5,,12,98586.0,1301334.0,1183032.0,118302.0,0.1,3837,2466,1302705.0,94461.0,該当無し,2025-01-08,delivered,SG6044259428,12,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,12,2025-01-15,佐藤花子,h.sato@example.com,CC-003,PRJ-2024-C,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-008517,1,SUS-SPRING-FRONT-MINIVAN,FRD - ミニバン用フロントスプリング,Suspension Systems,direct,FRD-GB5,,12,60588.0,799761.0,727056.0,72705.0,0.1,3285,15165,787881.0,70689.0,該当無し,2025-01-08,delivered,SG9458101408,12,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,12,2025-01-14,田中太郎,t.tanaka@example.com,CC-003,PRJ-2024-C,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-008518,1,SUS-SPRING-REAR-MINIVAN,FRD - ミニバン用リアスプリング,Suspension Systems,direct,FRD-GB5,,12,118758.0,1567605.0,1425096.0,142509.0,0.1,3609,42324,1528890.0,122088.0,該当無し,2025-01-08,delivered,SG7139641781,12,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,12,2025-01-10,佐藤花子,h.sato@example.com,CC-001,PRJ-2024-C,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-008519,1,MAT-STEEL-HMM,ZRV - 鋼板材料,Raw Materials,direct,ZRV-RZ3,,4,3596.0,15822.0,14385.0,1436.0,0.1,3447,91,19178.0,-4311.0,該当無し,2025-01-08,delivered,NT2876927591,4,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,4,2025-01-09,佐藤花子,h.sato@example.com,CC-002,PRJ-2023-B,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-008520,1,MAT-ALUMINUM-B3,ZRV - アルミ板材,Raw Materials,direct,ZRV-RZ3,,2,2691.0,5921.0,5383.0,537.0,0.1,2481,18,8383.0,-4295.0,該当無し,2025-01-08,delivered,SG3471689582,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-05,鈴木一郎,i.suzuki@example.com,CC-001,PRJ-2025-D,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008521,1,CMP-CHIP-XR5,ZRV - 電子部品チップ,Electronic Components,direct,ZRV-RZ3,,36,480.0,19029.0,17301.0,1728.0,0.1,2567,118,21478.0,5138.0,該当無し,2025-01-08,delivered,NT6984953826,36,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,36,2025-01-12,山本進,s.yamamoto@example.com,CC-003,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008522,1,ENG-1500-TURBO,ZRV - 1.5Lターボエンジン,Engine Parts,direct,ZRV-RZ3,,2,1560718.0,3433579.0,3121437.0,312141.0,0.1,2762,33358,3402982.0,1567279.0,該当無し,2025-01-08,delivered,SG9044582260,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-07,佐藤花子,h.sato@example.com,CC-005,PRJ-2023-B,DEPT-MFG,佐藤花子,h.sato@example.com
PO-2025-008523,1,TRN-CVT-COMPACT,ZRV - コンパクトCVT,Transmission Parts,direct,ZRV-RZ3,,2,324718.0,714379.0,649436.0,64943.0,0.1,2845,6733,710491.0,319545.0,該当無し,2025-01-08,delivered,YM2132052688,2,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-10,鈴木一郎,i.suzuki@example.com,CC-004,PRJ-2023-B,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008524,1,ECU-STD-V3,ZRV - 標準ECU,Electronic Control Units,direct,ZRV-RZ3,,2,184426.0,405737.0,368852.0,36884.0,0.1,1441,5148,402030.0,175221.0,該当無し,2025-01-08,delivered,YM5611778772,2,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-10,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2023-B,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008525,1,EXH-MANIFOLD-4CYL,ZRV - 4気筒エキマニ,Exhaust Parts,direct,ZRV-RZ3,,2,119712.0,263366.0,239425.0,23940.0,0.1,1741,2583,262523.0,121967.0,該当無し,2025-01-08,delivered,SG6693527067,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-14,山本進,s.yamamoto@example.com,CC-006,PRJ-2023-B,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008526,1,MFL-SUV-COMPACT,ZRV - コンパクトSUVマフラー,Muffler Parts,direct,ZRV-RZ3,,2,80036.0,176077.0,160072.0,16005.0,0.1,3774,4711,175140.0,85425.0,該当無し,2025-01-08,delivered,YM8107059839,2,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-09,山本進,s.yamamoto@example.com,CC-004,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008527,1,ARM-FRONT-COMPACT,ZRV - フロントアーム,Suspension Arms,direct,ZRV-RZ3,,4,66722.0,293576.0,266889.0,26686.0,0.1,1620,6139,289056.0,71010.0,該当無し,2025-01-08,delivered,SG3557885920,4,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,4,2025-01-11,高橋美咲,m.takahashi@example.com,CC-006,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008528,1,ARM-REAR-COMPACT,ZRV - リアアーム,Suspension Arms,direct,ZRV-RZ3,,4,94880.0,417474.0,379522.0,37951.0,0.1,1601,6793,412281.0,94297.0,該当無し,2025-01-08,delivered,SG6411722137,4,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,4,2025-01-10,田中太郎,t.tanaka@example.com,CC-004,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-008529,1,INT-SEAT-COMPACT-CLOTH,ZRV - コンパクトシート（ファブリック）,Interior Parts,direct,ZRV-RZ3,,8,258133.0,2271574.0,2065068.0,206506.0,0.1,1406,19350,2253630.0,244895.0,該当無し,2025-01-08,delivered,SG2505537607,8,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,8,2025-01-14,山本進,s.yamamoto@example.com,CC-006,PRJ-2024-C,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008530,1,INT-DASHBOARD-COMPACT,ZRV - コンパクトダッシュボード,Interior Parts,direct,ZRV-RZ3,,2,115624.0,254372.0,231249.0,23122.0,0.1,3115,3755,253732.0,105821.0,該当無し,2025-01-08,delivered,YM9748835736,2,ヤマト運輸,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-11,小林誠,m.kobayashi@example.com,CC-004,PRJ-2022-A,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-008531,1,INT-STEERING-STD,ZRV - 標準ステアリングホイール,Interior Parts,direct,ZRV-RZ3,,2,183648.0,404025.0,367297.0,36728.0,0.1,1730,3142,402613.0,191527.0,該当無し,2025-01-08,delivered,SG1353920525,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-11,田中太郎,t.tanaka@example.com,CC-002,PRJ-2023-B,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-008532,1,INT-CONSOLE-COMPACT,ZRV - コンパクトセンターコンソール,Interior Parts,direct,ZRV-RZ3,,2,239087.0,525992.0,478175.0,47817.0,0.1,2789,9155,519625.0,231557.0,該当無し,2025-01-08,delivered,SG7763662594,2,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-10,山本進,s.yamamoto@example.com,CC-001,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008533,1,INT-CARPET-STD,ZRV - 標準フロアカーペット,Interior Parts,direct,ZRV-RZ3,,2,103628.0,227982.0,207257.0,20725.0,0.1,1992,6050,223924.0,95258.0,該当無し,2025-01-08,delivered,NT3083351238,2,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,2,2025-01-07,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008534,1,SUS-STRUT-FRONT-COMPACT,ZRV - コンパクト用フロントストラット,Suspension Systems,direct,ZRV-RZ3,,4,124283.0,546847.0,497134.0,49712.0,0.1,3950,14337,536460.0,115222.0,該当無し,2025-01-08,delivered,NT2618774578,4,日本通運,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,4,2025-01-15,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008535,1,SUS-SHOCK-REAR-COMPACT,ZRV - コンパクト用リアショックアブソーバー,Suspension Systems,direct,ZRV-RZ3,,4,66447.0,292366.0,265788.0,26578.0,0.1,1441,8359,285449.0,74449.0,該当無し,2025-01-08,delivered,SG3746682521,4,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,4,2025-01-09,鈴木一郎,i.suzuki@example.com,CC-005,PRJ-2022-A,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008536,1,SUS-SPRING-FRONT-COMPACT,ZRV - コンパクト用フロントスプリング,Suspension Systems,direct,ZRV-RZ3,,4,120627.0,530760.0,482511.0,48249.0,0.1,3372,7538,526594.0,128903.0,該当無し,2025-01-08,delivered,SG7831721531,4,佐川急便,"富田2354, 大里郡寄居町, 369-1293, 埼玉県",received,4,2025-01-10,高橋美咲,m.takahashi@example.com,CC-004,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008538,1,MAT-STEEL-HMM,VZL - 鋼板材料,Raw Materials,direct,VZL-RV3,,2,3588.0,7893.0,7176.0,717.0,0.1,3729,66,11556.0,5643.0,該当無し,2025-01-08,delivered,SG4197371466,2,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-07,小林誠,m.kobayashi@example.com,CC-006,PRJ-2024-C,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-008539,1,MAT-ALUMINUM-B3,VZL - アルミ板材,Raw Materials,direct,VZL-RV3,,2,5793.0,12744.0,11586.0,1158.0,0.1,3636,219,16161.0,13779.0,該当無し,2025-01-08,delivered,SG3863911558,2,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-05,鈴木一郎,i.suzuki@example.com,CC-005,PRJ-2023-B,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008540,1,CMP-CHIP-XR5,VZL - 電子部品チップ,Electronic Components,direct,VZL-RV3,,20,540.0,11880.0,10800.0,1080.0,0.1,2241,183,13938.0,-8115.0,該当無し,2025-01-08,delivered,NT2839835833,20,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,20,2025-01-10,鈴木一郎,i.suzuki@example.com,CC-004,PRJ-2022-A,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008541,1,ENG-1500-TURBO,VZL - 1.5Lターボエンジン,Engine Parts,direct,VZL-RV3,,1,1558509.0,1714359.0,1558509.0,155850.0,0.1,1734,49614,1666479.0,1556130.0,該当無し,2025-01-08,delivered,NT5216239742,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-01-05,高橋美咲,m.takahashi@example.com,CC-006,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008544,1,EXH-MANIFOLD-4CYL,VZL - 4気筒エキマニ,Exhaust Parts,direct,VZL-RV3,,1,128406.0,141246.0,128406.0,12840.0,0.1,2184,360,143070.0,123813.0,該当無し,2025-01-08,delivered,SG1994063454,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-01-09,鈴木一郎,i.suzuki@example.com,CC-003,PRJ-2022-A,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008545,1,MFL-SUV-STD,VZL - SUVマフラー,Muffler Parts,direct,VZL-RV3,,1,65838.0,72420.0,65838.0,6582.0,0.1,2985,45,75360.0,63387.0,該当無し,2025-01-08,delivered,YM4362162198,1,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-01-08,小林誠,m.kobayashi@example.com,CC-005,PRJ-2023-B,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-008546,1,ARM-FRONT-SUV,VZL - フロントアーム,Suspension Arms,direct,VZL-RV3,,2,78135.0,171897.0,156270.0,15627.0,0.1,2703,1278,173322.0,69567.0,該当無し,2025-01-08,delivered,NT5566899832,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-11,小林誠,m.kobayashi@example.com,CC-006,PRJ-2025-D,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-008547,1,ARM-REAR-SUV,VZL - リアアーム,Suspension Arms,direct,VZL-RV3,,2,99030.0,217866.0,198060.0,19806.0,0.1,3393,2271,218988.0,103737.0,該当無し,2025-01-08,delivered,NT3031025003,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-06,高橋美咲,m.takahashi@example.com,CC-005,PRJ-2022-A,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008548,1,INT-SEAT-SUV-LEATHER,VZL - SUVシート（レザー）,Interior Parts,direct,VZL-RV3,,5,107292.0,590106.0,536460.0,53646.0,0.1,2466,14622,577950.0,108012.0,該当無し,2025-01-08,delivered,SG5730899392,5,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,5,2025-01-10,田中太郎,t.tanaka@example.com,CC-003,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-008551,1,INT-CONSOLE-SUV,VZL - SUVセンターコンソール,Interior Parts,direct,VZL-RV3,,1,196329.0,215961.0,196329.0,19632.0,0.1,3972,2904,217029.0,200541.0,該当無し,2025-01-08,delivered,NT6188118967,1,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-01-10,山本進,s.yamamoto@example.com,CC-003,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008552,1,INT-CARPET-PREMIUM,VZL - プレミアムフロアカーペット,Interior Parts,direct,VZL-RV3,,1,159642.0,175605.0,159642.0,15963.0,0.1,3159,3795,174969.0,149628.0,該当無し,2025-01-08,delivered,SG1920442297,1,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,1,2025-01-12,山本進,s.yamamoto@example.com,CC-002,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008553,1,SUS-STRUT-FRONT-SUV,VZL - SUV用フロントストラット,Suspension Systems,direct,VZL-RV3,,2,109842.0,241650.0,219684.0,21966.0,0.1,2001,3483,240168.0,119382.0,該当無し,2025-01-08,delivered,SG7801552077,2,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-08,高橋美咲,m.takahashi@example.com,CC-005,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008554,1,SUS-SHOCK-REAR-SUV,VZL - SUV用リアショックアブソーバー,Suspension Systems,direct,VZL-RV3,,2,114306.0,251472.0,228612.0,22860.0,0.1,2358,732,253098.0,127164.0,該当無し,2025-01-08,delivered,YM4225904604,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-14,山本進,s.yamamoto@example.com,CC-003,PRJ-2024-C,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008555,1,SUS-SPRING-FRONT-SUV,VZL - SUV用フロントスプリング,Suspension Systems,direct,VZL-RV3,,2,65817.0,144795.0,131634.0,13161.0,0.1,2475,3549,143721.0,73392.0,該当無し,2025-01-08,delivered,YM4461170501,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-11,田中太郎,t.tanaka@example.com,CC-006,PRJ-2022-A,DEPT-MFG,田中太郎,t.tanaka@example.com
PO-2025-008556,1,SUS-SPRING-REAR-SUV,VZL - SUV用リアスプリング,Suspension Systems,direct,VZL-RV3,,2,119931.0,263847.0,239862.0,23985.0,0.1,1854,3855,261846.0,120000.0,該当無し,2025-01-08,delivered,YM6893793058,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-07,高橋美咲,m.takahashi@example.com,CC-003,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008557,1,MAT-ALUMINUM-B3,HDE - アルミ板材,Raw Materials,direct,HDE-ZC1,,4,741.9759999999999,3264.6943999999994,2967.9039999999995,296.7904,0.1,2934,175,6023.694399999999,-1600.0279999999998,該当無し,2025-01-08,delivered,SG4528727784,4,佐川急便,"川尻町1, 四日市市, 510-8114, 三重県",received,4,2025-01-11,小林誠,m.kobayashi@example.com,CC-006,PRJ-2023-B,DEPT-MFG,小林誠,m.kobayashi@example.com
PO-2025-008558,1,CMP-CHIP-XR5,HDE - 電子部品チップ,Electronic Components,direct,HDE-ZC1,,50,140.54299999999998,7729.864999999999,7027.149999999999,702.7149999999999,0.1,3356,699,10386.864999999998,-2318.106,該当無し,2025-01-08,delivered,NT6907888982,50,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,50,2025-01-11,山本進,s.yamamoto@example.com,CC-005,PRJ-2022-A,DEPT-MFG,山本進,s.yamamoto@example.com
PO-2025-008560,1,BAT-PACK-35KWH,HDE - 35kWhバッテリー,Battery Components,direct,HDE-ZC1,,2,34557.3615,76026.19529999999,69114.723,6911.4723,0.1,3331,804,78553.19529999999,30993.1455,該当無し,2025-01-08,delivered,YM5691921106,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-08,高橋美咲,m.takahashi@example.com,CC-001,PRJ-2024-C,DEPT-MFG,高橋美咲,m.takahashi@example.com
PO-2025-008561,1,INV-EV-COMPACT,HDE - コンパクトEVインバーター,Inverter Components,direct,HDE-ZC1,,2,69493.677,152886.0894,138987.354,13898.7354,0.1,3685,10416,146155.0894,72374.2395,該当無し,2025-01-08,delivered,NT9667380231,2,日本通運,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-15,鈴木一郎,i.suzuki@example.com,CC-004,PRJ-2024-C,DEPT-MFG,鈴木一郎,i.suzuki@example.com
PO-2025-008562,1,ECU-EV-V5,HDE - EV専用ECU,Electronic Control Units,direct,HDE-ZC1,,2,39198.6945,86237.12789999999,78397.389,7839.7389,0.1,3032,7816,81453.12789999999,37703.647,該当無し,2025-01-08,delivered,YM7660663819,2,ヤマト運輸,"川尻町1, 四日市市, 510-8114, 三重県",received,2,2025-01-09,田中太郎,t.tanaka@example.com,CC-002,PRJ-2024-C,DEPT-MFG,田中太郎,t.tanaka@example.com
